,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)","농업, 임업 및 어업(01~03)_lower","농업, 임업 및 어업(01~03)_upper",광업(05~08)_lower,광업(05~08)_upper,제조업(10~34)_lower,제조업(10~34)_upper,"전기, 가스, 증기 및 공기조절 공급업(35)_lower","전기, 가스, 증기 및 공기조절 공급업(35)_upper","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)_lower","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)_upper",건설업(41~42)_lower,건설업(41~42)_upper,도매 및 소매업(45~47)_lower,도매 및 소매업(45~47)_upper,운수 및 창고업(49~52)_lower,운수 및 창고업(49~52)_upper,숙박 및 음식점업(55~56)_lower,숙박 및 음식점업(55~56)_upper,정보통신업(58~63)_lower,정보통신업(58~63)_upper,금융 및 보험업(64~66)_lower,금융 및 보험업(64~66)_upper,부동산업(68)_lower,부동산업(68)_upper,"전문, 과학 및 기술 서비스업(70~73)_lower","전문, 과학 및 기술 서비스업(70~73)_upper","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)_lower","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)_upper",교육 서비스업(85)_lower,교육 서비스업(85)_upper,"예술, 스포츠 및 여가관련 서비스업(90~91)_lower","예술, 스포츠 및 여가관련 서비스업(90~91)_upper"
2013-09-01,93.419,2.9,101.63,106.25,127.21,88.1,99.7,73.6,87.899,93.435,81.23,144.0,96.6,26422.0,2.7,62.3,1141771.1,490518.7,401572.2,2.5,2.67,3.53,3.29,8.99,4.13,1087.35,106.38,79.17,94.17,76.45,70.36,79.1,1170000000000.0,107.38,102.09,106.53,2.5,50428893.0,25285319.0,25143574.0,11.9,1.187,4941.843462,1754880959.8680391,2800610.1959883445,382762.930883997,745516629.6302083,60672359.99704415,7314608.352294378,172420850.31544858,76413636.94293149,120608487.0036826,3115586.442272909,43702369.28548995,63741927.32585005,3795127.892590853,37732239.25059848,21405209.03945526,22207869.10275168,13701840.92517522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,93.134,2.9,101.27,105.55,124.12,91.9,100.0,76.9,98.506,103.756,82.405,138.0,97.8,26522.0,2.7,62.5,1151207.5,491947.9,403757.6,2.5,2.66,3.44,3.25,8.96,4.1,1066.8,117.1,86.84,93.78,85.71,70.503,79.5,1190000000000.0,107.1,102.09,106.92,2.5,50428893.0,25285319.0,25143574.0,11.9,1.187,4970.312776,1752059374.8124,2742044.651506795,373373.0627122805,743009716.301169,61084203.57438603,7257308.246078241,170886729.2206054,76207169.26224071,121184404.77637696,3120965.1311208704,43869179.35275963,64440568.862535805,3722596.993225352,38550932.346914455,21388933.83028454,21453370.98848639,14031178.114748295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,93.116,2.9,101.07,105.13,123.56,91.6,100.0,76.6,97.55,102.649,84.232,136.0,98.2,26497.0,2.6,62.4,1161013.7,499242.7,406464.0,2.5,2.705,3.584,3.366,9.066,4.07,1062.82,111.24,83.03,94.17,82.83,70.626,79.7,1200000000000.0,106.89,102.09,107.31,2.5,50428893.0,25285319.0,25143574.0,11.9,1.187,5000.180446,1749621367.923937,2700501.408823729,366488.0152409328,740204010.5894487,61288236.416722044,7170838.99600077,169764737.8145272,76003162.05868563,121635970.17057294,3134382.548737927,44048680.03212056,65160697.75077807,3665497.913657111,39416043.577666536,21452501.3634668,20733529.30590427,14337004.42675675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-01,93.229,2.9,101.3,105.16,124.03,98.7,100.2,77.2,98.593,103.756,85.275,135.0,98.0,26023.0,3.0,61.2,1154760.3,509617.9,410177.2,2.5,2.685,3.653,3.36,9.058,4.04,1056.67,114.14,85.19,94.4,80.11,70.762,79.9,1190000000000.0,106.88,102.09,107.99,2.5,50428893.0,25285319.0,25143574.0,11.9,1.187,5029.417618,1747737572.0044868,2681143.751619068,363094.9684256949,737309176.1607413,61225445.81948399,7057353.97257803,169166032.4189621,75817468.09337622,121882027.56068005,3156274.9561954243,44224046.14469676,65836895.00717176,3631626.946662676,40258705.56545865,21600936.99270429,20116031.325691443,14590840.477796253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-01,93.73,2.9,101.57,105.85,123.71,89.0,100.5,78.6,92.594,97.121,85.863,138.0,100.6,25941.0,3.4,60.9,1162583.6,515742.5,409978.8,2.5,2.657,3.647,3.319,9.019,4.03,1064.75,115.7,85.41,92.82,76.86,70.842,80.2,1150000000000.0,107.27,101.99,108.19,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5059.866974,1746296338.9317102,2685275.20912,363534.96768,734162154.7943801,60843747.5046,6905709.1452,169091201.68919,75640519.03208,121884633.58895,3189461.928429,44401489.90563,66494434.1392,3623022.290178,41121458.67216,21853670.761728,19581905.83686,14800469.0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-01,93.98,2.9,101.7,105.83,124.78,85.0,100.5,77.4,87.986,93.435,84.036,136.0,102.8,26292.0,4.5,61.7,1169134.7,518475.5,411749.8,2.49,2.64,3.522,3.28,8.974,4.01,1071.3,108.77,81.13,93.73,74.08,70.957,80.5,1170000000000.0,107.67,101.79,108.28,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5090.44963,1745366329.30253,2715251.588061735,368346.6537003674,730886835.094512,60107783.99274971,6717346.886521795,169593229.16002673,75480601.06488064,121593319.08883734,3234201.803671778,44570206.8226641,67094243.738833584,3644472.554829003,41963742.58552577,22212123.81661541,19170323.65062406,14950235.12973396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-01,94.153,2.8,101.66,105.82,124.13,93.7,100.6,78.2,98.245,104.216,84.558,136.0,100.9,26488.0,3.9,62.1,1171776.1,520299.0,413961.0,2.48,2.659,3.543,3.303,8.994,3.99,1070.89,117.37,87.45,93.38,83.7,71.157,80.8,1180000000000.0,108.36,101.48,108.38,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5120.069641,1744909127.815689,2761298.1072319155,376043.9247624664,727841823.9427567,59165471.97332515,6520280.291316524,170506651.35328162,75349045.0150876,121101748.32360835,3283359.907394287,44713187.13461608,67587121.20323664,3688642.606535504,42701547.188849695,22614453.050537605,18899420.908518936,15038468.292920051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,94.214,2.9,101.5,104.94,121.07,91.6,100.4,78.7,97.636,102.373,85.275,135.0,102.7,27018.0,3.8,63.3,1183768.4,518809.3,417289.4,2.49,2.653,3.54,3.303,8.998,3.97,1044.55,118.19,88.57,93.62,86.36,71.304,80.9,1170000000000.0,108.72,101.18,108.77,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5150.595213,1744748316.719635,2828433.5053819823,387621.0727870324,724400314.6832519,57860332.06732228,6279173.083984981,171971287.6086663,75214762.79560891,120347627.79599825,3345621.3684579222,44859595.7695181,68083563.49659507,3762764.425963701,43488470.03471413,23128540.120399944,18700786.195801385,15091778.082858171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-01,94.369,2.8,101.49,104.45,119.0,90.7,100.0,75.0,94.333,100.162,84.558,136.0,100.8,27066.0,3.5,63.3,1192150.7,523069.9,419764.5,2.49,2.641,3.402,3.264,8.957,3.95,1024.99,109.2,81.86,93.82,80.81,71.351,80.9,1190000000000.0,109.1,101.18,108.77,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5179.955045,1744860641.3804028,2904770.2786814794,401233.4058108559,721024960.649883,56380248.64527384,6029724.085617118,173786949.84605482,75093320.72093146,119450425.62974386,3411885.8890841524,44987925.91519856,68519549.90498361,3857518.843391249,44215603.826040246,23676594.427781444,18599656.450796746,15106588.029346596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,94.248,2.8,101.53,104.42,118.94,92.7,100.0,76.7,94.42,99.609,83.645,135.0,97.4,27131.0,3.5,63.4,1197252.1,532041.2,423608.4,2.48,2.602,3.286,3.168,8.863,3.92,1019.36,107.89,80.7,93.88,78.81,71.401,80.9,1200000000000.0,109.3,100.88,108.28,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5210.0,1745170682.580171,2990273.427371816,417096.0300283536,717517895.3888403,54674578.71376811,5762587.633846593,176015588.18496984,74973560.3555638,118395819.46776047,3484617.207964578,45105175.38892409,68929304.11862881,3976862.788589765,44926664.587573,24275778.579418834,18578339.603506267,15092025.96376186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,94.386,2.8,101.61,104.62,118.32,92.5,100.0,77.5,97.81,100.991,86.515,135.0,95.6,27194.0,3.4,63.5,1203371.5,534028.8,427356.9,2.49,2.488,3.056,2.97,8.668,3.9,1019.93,116.64,86.72,93.66,83.64,71.466,81.0,1240000000000.0,109.26,100.78,108.58,2.5,50746659.0,25445077.0,25301582.0,12.4,1.205,5239.685178,1745579076.667584,3074521.695688444,433522.78570754826,714131376.6221449,52899340.18241088,5501971.010078951,178456853.34235802,74860276.87339365,117295393.56433363,3557252.667735984,45202288.809018165,69291327.67072876,4110837.575860851,45571221.46987705,24868889.962600525,18627729.25925804,15056823.649590852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,94.551,2.8,101.5,104.55,117.37,88.0,100.0,73.9,87.986,93.712,84.754,136.0,97.9,27077.0,3.3,63.2,1212151.8,538640.3,432501.5,2.34,2.389,3.086,2.926,8.65,3.87,1025.36,110.66,82.74,94.14,78.0,71.562,81.1,1240000000000.0,109.08,100.68,107.99,2.25,50746659.0,25445077.0,25301582.0,12.4,1.205,5266.290648,1746030142.3865948,3158007.5168739134,450916.4072198811,710666793.580432,50984213.05050313,5237784.04358786,181214402.2990753,74742855.74509673,116121277.31323372,3632680.7363663134,45284182.877708286,69634913.39442404,4266014.826299021,46187485.3704292,25476094.98911657,18740167.974770363,15006774.767499462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,94.49,2.8,101.14,104.08,115.94,89.6,99.7,74.0,89.725,95.278,84.166,137.0,100.7,27064.0,3.1,63.1,1220907.4,548550.8,436656.4,2.24,2.277,3.012,2.786,8.533,3.82,1033.24,113.38,86.06,94.84,82.04,71.758,81.4,1210000000000.0,109.16,100.28,107.5,2.25,50746659.0,25445077.0,25301582.0,12.4,1.205,5295.675344,1746426476.3013818,3232655.9589666515,468032.4767235732,707265203.3846508,49035865.35493873,4986201.52354715,184150647.7212954,74621954.66125053,114955781.74179436,3706500.393729161,45345734.85699645,69952736.23730963,4435804.364329628,46748317.43663153,26057838.2589439,18903886.433824204,14951102.530294675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,94.205,2.7,100.43,103.67,114.7,92.2,99.3,74.1,95.724,100.807,84.819,135.0,96.0,27108.0,3.2,63.1,1235268.5,551416.0,442106.6,2.07,2.134,2.769,2.595,8.348,3.75,1060.28,113.86,88.14,95.01,89.15,71.97,81.7,1180000000000.0,108.89,99.78,106.92,2.0,50746659.0,25445077.0,25301582.0,12.4,1.205,5324.196845,1746677680.19144,3291523.200960758,483662.1007234251,704059600.5958647,47165217.08820965,4761784.974912757,187105130.61519527,74498676.71777344,113880114.50211675,3774516.482950871,45384425.62698701,70240768.58125693,4611745.763208545,47233673.62923162,26577823.26495509,19100551.939913675,14899749.893425455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,94.015,2.7,100.12,103.25,113.7,91.2,99.0,74.5,94.507,100.898,84.297,133.0,97.4,27082.0,3.0,63.0,1244462.8,562006.2,447030.3,1.98,2.047,2.692,2.466,8.256,3.69,1095.1,105.99,85.32,97.04,86.43,72.116,81.9,1220000000000.0,108.3,99.28,106.73,2.0,50746659.0,25445077.0,25301582.0,12.4,1.205,5353.923319,1746717593.4542327,3333409.6076772804,498154.8714789215,700863435.5099026,45295587.60059204,4556857.565300564,190215722.47739825,74361741.0879207,112868055.5655546,3839309.5139627433,45401277.04656727,70523370.51219626,4803208.418137474,47671151.46639267,27051341.3271288,19332325.439779624,14857433.849377804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,94.006,2.6,99.14,101.69,107.86,101.0,99.3,76.3,99.984,106.059,83.122,131.0,96.3,26568.0,3.3,61.8,1250103.3,577721.1,452031.3,1.99,2.072,2.681,2.46,8.286,3.63,1104.33,112.7,94.61,98.04,93.6,72.249,82.1,1190000000000.0,107.68,98.67,107.02,2.0,50746659.0,25445077.0,25301582.0,12.4,1.205,5383.096534,1746464280.0472414,3350707.906704825,509913.0069007956,697908907.7729747,43593572.83756995,4391613.089525259,193225173.79754215,74217051.02715963,112028444.20410818,3894828.977005986,45393711.02787654,70787246.9364036,4995580.823435413,48027970.60992914,27429297.322396293,19573772.129256185,14834676.740894305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,94.643,2.6,97.92,99.19,99.72,89.2,99.3,74.6,93.797,99.302,84.785,130.0,98.2,26380.0,3.7,61.3,1258300.9,579964.2,453264.0,1.99,1.995,2.415,2.356,8.209,3.59,1088.86,101.11,89.7,100.8,88.2,72.345,82.3,1210000000000.0,107.18,97.57,107.02,2.0,51014947.0,25585894.0,25429053.0,12.8,1.239,5413.828106,1745817944.88146,3339447.2,519028.00001,695026206.0177001,41993734.383,4262319.52006,196275020.634,74051898.23426,111350797.44768,3942822.2736,45359665.64389,71055147.54516001,5199327.774732,48323159.4414,27717513.97002,19830038.36731,14838101.92902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,94.587,2.6,97.99,98.49,102.52,84.8,99.7,75.9,83.459,89.531,85.4,132.0,102.7,26671.0,4.5,61.9,1267564.3,592737.4,457004.1,1.99,1.981,2.346,2.3,8.191,3.56,1098.4,87.16,80.83,105.41,81.53,72.509,82.5,1240000000000.0,107.64,96.87,107.41,2.0,51014947.0,25585894.0,25429053.0,12.8,1.239,5445.32467,1744729702.5269384,3295126.262247957,524533.7182033868,692342701.6188494,40593682.73178048,4180273.749445553,199209098.40518215,73870182.07303716,110897891.34392388,3979691.2305456735,45299054.315634325,71322117.88671678,5405709.129510753,48540927.47212379,27887778.068842717,20083446.823512904,14875170.79317288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,94.596,2.5,97.87,98.85,102.86,94.7,99.3,73.9,97.086,103.888,85.224,130.0,101.0,26840.0,4.0,62.2,1273076.7,600719.9,460982.4,1.83,1.838,2.276,2.128,8.027,3.48,1112.57,98.82,90.84,103.89,97.02,72.809,82.9,1270000000000.0,108.28,96.87,107.8,1.75,51014947.0,25585894.0,25429053.0,12.8,1.239,5476.694948,1743433421.836193,3229574.994204891,526553.359269443,690107087.9969689,39498323.66311429,4143524.11425909,201730688.2664363,73699299.6087727,110660703.33151837,4003380.726287169,45227060.18171521,71561395.92767687,5592322.711294037,48675875.98136558,27947399.726501144,20306257.691707853,14936211.480464596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,94.625,2.5,97.84,98.22,100.38,92.9,99.2,74.8,95.301,101.396,86.807,129.0,103.4,27204.0,3.9,63.0,1287415.5,610803.3,468824.0,1.73,1.703,2.177,1.988,7.888,3.34,1088.66,97.78,90.5,104.61,97.48,73.169,83.4,1330000000000.0,108.5,96.57,107.99,1.75,51014947.0,25585894.0,25429053.0,12.8,1.239,5510.197027,1741756560.9358234,3133629.4788592006,525855.2673612089,687857672.7889036,38460115.58763252,4138409.1826772494,204352924.80814683,73513246.87812424,110550989.16187802,4019284.99289952,45136033.18184647,71821826.59630464,5796866.897779778,48764278.91560758,27922622.26913697,20543532.915782668,15030884.875249922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,94.89,2.4,97.9,98.24,101.65,91.3,98.6,72.7,91.447,97.807,86.983,129.0,101.8,27453.0,3.7,63.6,1292675.9,621985.5,469218.0,1.74,1.746,2.49,2.115,8.025,3.31,1091.27,91.25,84.81,105.79,90.84,73.441,83.8,1320000000000.0,109.06,96.47,107.7,1.75,51014947.0,25585894.0,25429053.0,12.8,1.239,5543.829086,1739996087.390869,3022226.475137288,522575.9841022347,685923855.3372662,37617318.14491207,4163325.51832948,206694038.21216288,73346837.64956082,110560761.87486318,4024661.7360797417,45044312.18445943,72066966.2558319,5990482.010690802,48796071.09282866,27821132.199056204,20761085.84020026,15146228.61641477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,94.909,2.5,97.85,98.65,102.23,95.1,98.5,74.4,95.395,101.097,88.478,131.0,91.3,27488.0,3.8,63.6,1283772.4,630546.3,457614.5,1.57,1.63,2.468,2.012,7.923,3.3,1112.2,92.63,85.9,105.1,95.37,73.778,84.2,1290000000000.0,109.44,96.06,107.12,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5580.0,1738145853.83667,2893099.601959788,516851.53933643305,684195069.9447116,36900193.82567672,4213818.599316314,208881349.29666516,73200195.32420859,110651126.62005083,4020205.397777909,44954002.032694295,72310590.46960118,6183655.222150516,48781146.78738886,27650396.702600542,20970584.144861937,15286318.557227314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,95.08,2.6,97.5,98.62,101.79,92.1,98.4,73.4,94.361,99.402,90.853,133.0,95.4,27536.0,3.6,63.6,1289200.9,645975.4,458250.0,1.48,1.597,2.45,2.001,7.919,3.25,1143.22,97.52,91.81,104.71,96.62,74.092,84.5,1270000000000.0,109.45,95.46,107.02,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5617.693641,1736431690.1658075,2759519.361078236,509390.7300006636,682800421.4270444,36342037.37361173,4280776.80404735,210746217.79326412,73093518.20239629,110778398.72404252,4006525.103349018,44878797.15545087,72534524.27778007,6361606.784065828,48727911.071149975,27435055.31091146,21155797.270801622,15438657.492014546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,95.213,2.5,96.89,98.21,101.37,90.0,98.9,75.4,89.004,94.417,91.381,132.0,97.0,27294.0,3.4,63.0,1302653.4,653105.9,464677.1,1.49,1.582,2.308,1.98,7.909,3.21,1179.1,88.66,85.79,104.99,88.24,74.381,84.8,1210000000000.0,109.29,94.66,106.63,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5652.82822,1734850536.3385627,2617740.888935954,500050.8175337193,681665288.6825173,35892087.34548457,4362548.40189504,212384214.8596461,73030911.82570015,110911516.62914896,3983044.8255692017,44821903.47054562,72751129.52028789,6533779.631827096,48640589.69224139,27174985.12222343,21326236.91135543,15609787.620286118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,94.966,2.5,96.47,97.34,100.75,93.6,99.6,76.4,93.891,99.003,89.622,132.0,96.7,27355.0,3.2,63.1,1314440.9,665691.1,470243.0,1.48,1.553,2.216,1.946,7.872,3.16,1184.76,87.2,86.95,106.64,99.12,74.731,85.2,1230000000000.0,109.12,94.26,106.34,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5692.605363,1733575689.1113358,2477400.541626239,489414.23019717046,680859832.8303818,35557254.67484154,4450891.8391688345,213699215.17888325,73028114.10359685,111006069.55142978,3950408.8948356505,44794523.40971413,72950090.06431514,6691589.88996175,48528329.73528664,26891215.118864518,21472503.560304128,15791182.813638804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,94.966,2.5,95.81,96.0,97.63,95.5,100.1,75.3,98.778,104.487,89.358,131.0,97.1,27358.0,3.1,63.1,1333439.5,669737.7,477560.6,1.48,1.546,2.088,1.962,7.894,3.12,1148.18,92.97,93.49,106.59,102.22,74.984,85.6,1280000000000.0,109.07,93.96,106.92,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5731.654243,1732741240.5456228,2347950.607235721,478229.3598415167,680412019.092112,35329716.23178404,4536724.421439981,214636434.3288436,73093207.93566197,111022582.70370582,3910433.488905919,44804081.90650147,73123348.15157169,6828291.974905726,48403470.21529393,26607807.6621477,21588291.653121937,15973003.100792171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,94.786,2.5,95.43,95.69,95.95,94.7,99.9,74.7,96.523,101.396,88.918,132.0,96.8,27298.0,3.0,62.9,1344168.1,677629.2,482916.4,1.49,1.631,2.254,2.118,8.064,3.09,1151.97,86.81,87.68,105.87,94.77,75.304,85.9,1260000000000.0,108.84,93.45,106.82,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5772.232297,1732402778.275382,2225921.5759737925,466105.1971708923,680310348.6845869,35180751.77368005,4619652.70991694,215229600.1774374,73241750.26039687,110922610.59817342,3860789.573122751,44859435.77032616,73279887.24058205,6950578.856917955,48265461.96014241,26320102.11263896,21678484.54760352,16163756.104746956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,95.07,2.5,95.21,95.51,94.92,104.1,99.9,74.1,98.778,104.586,87.599,134.0,93.7,26965.0,3.2,62.1,1346815.8,690772.4,490826.1,1.48,1.635,2.181,2.143,8.085,3.08,1172.24,90.21,92.68,105.73,99.59,75.441,86.1,1240000000000.0,108.47,92.85,106.92,1.5,51014947.0,25585894.0,25429053.0,12.8,1.239,5811.390557,1732688598.5619707,2124126.0243071136,454163.4241482746,680578951.2632872,35107000.56930315,4688472.48897769,215412920.5360114,73474895.20715697,110674748.35825476,3805001.600420583,44964881.75166284,73407150.7666595,7048244.099482607,48130650.94167526,26060284.456515443,21734548.808020238,16347676.035111297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,95.232,2.5,94.69,95.08,93.46,90.5,99.5,73.4,93.045,97.408,92.612,135.0,93.6,26631.0,3.7,61.3,1353670.7,699767.3,492905.1,1.49,1.587,2.025,2.091,8.033,3.08,1201.67,79.66,84.01,106.24,85.9,75.504,86.1,1210000000000.0,108.65,97.37,107.21,1.5,51217803.0,25670949.0,25546854.0,13.2,1.172,5851.39375,1733728973.6295,2040938.06796,441962.5713,681254089.13289,35089994.8586,4741656.13295,215169863.35305,73819403.12209001,110222925.47,3739686.365024,45135669.1589,73511055.88425,7125378.2167,47997824.55454,25825266.707716,21757386.20334,16533410.4911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,95.64,2.5,94.69,94.69,94.93,87.1,99.5,74.6,85.244,91.127,93.404,132.0,92.5,26925.0,4.9,61.9,1357222.6,708014.0,494445.9,1.49,1.469,1.826,1.95,7.901,3.07,1217.35,74.6,81.27,108.73,88.0,75.558,86.1,1210000000000.0,108.74,96.97,107.41,1.5,51217803.0,25670949.0,25546854.0,13.2,1.172,5890.577563,1735605640.6745224,1983884.9171026167,430203.4617086026,682339510.9166843,35120885.79455712,4772171.200804164,214485491.9682896,74275633.00925477,109546801.24678382,3667099.1040370874,45373845.5349438,73585081.72444387,7176720.742931708,47876501.77591444,25635987.38602625,21743358.12685905,16711162.6321529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,95.393,2.5,94.63,94.22,95.02,97.8,99.2,74.2,99.342,106.879,92.612,132.0,94.1,27133.0,4.2,62.4,1361310.2,713861.2,498294.2,1.49,1.507,1.854,1.979,7.952,3.07,1188.21,85.17,92.62,109.58,105.16,75.584,86.1,1270000000000.0,109.21,97.57,107.99,1.5,51217803.0,25670949.0,25546854.0,13.2,1.172,5927.382556,1738069672.0882628,1952379.5270063223,419661.2180065743,683688046.1964574,35187405.7598756,4782440.614327323,213540796.7263191,74791869.0975889,108740507.6094778,3593710.3097201586,45648363.37708929,73628397.64971064,7202925.492166617,47767341.79417151,25501211.2877788,21701722.555363305,16867273.40340519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,95.573,2.5,94.87,94.17,93.28,94.0,99.2,73.5,93.703,100.0,91.293,132.0,96.8,27398.0,3.9,62.9,1372906.9,720818.5,503768.8,1.48,1.493,1.81,1.94,7.936,3.06,1147.51,82.98,88.23,107.63,96.97,75.615,86.1,1260000000000.0,109.72,98.27,107.99,1.5,51217803.0,25670949.0,25546854.0,13.2,1.172,5963.916573,1741376023.6687827,1938735.3023092004,408886.0164733002,685432697.0746228,35294042.08874748,4777994.971664229,212333679.8726641,75421998.34696649,107738444.23465212,3510746.040132312,45983463.10752357,73648928.71641581,7210053.869994648,47645903.11239198,25400645.10327774,21633567.431604862,17020200.08567334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,95.63,2.4,94.98,94.91,96.51,95.6,99.5,75.3,96.429,101.894,91.645,136.0,95.1,27617.0,3.6,63.4,1382525.0,722544.4,509365.1,1.49,1.48,1.787,1.91,7.94,3.05,1171.51,83.02,87.18,106.94,96.96,75.665,86.1,1260000000000.0,110.17,98.67,107.7,1.5,51217803.0,25670949.0,25546854.0,13.2,1.172,5997.491551,1745154637.7173312,1941991.022132469,398948.6898785654,687367718.3086412,35427632.73149695,4762521.497423271,211096164.92543983,76091977.30922686,106675186.65539628,3427328.984191755,46335473.9610433,73645338.90636122,7198786.571270487,47514575.8920722,25344468.506415814,21550990.9017044,17151475.915773977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,95.611,2.4,95.21,95.28,97.25,99.5,99.7,74.7,98.402,103.091,89.358,136.0,94.8,27720.0,3.6,63.6,1387028.0,730637.8,515249.6,1.29,1.361,1.617,1.789,7.833,3.02,1170.5,84.97,88.17,105.96,99.53,75.734,86.1,1250000000000.0,110.53,98.47,107.8,1.25,51217803.0,25670949.0,25546854.0,13.2,1.172,6030.0,1749570147.4216294,1958929.699949508,389191.147760115,689567633.0155365,35592265.39374789,4739217.286451025,209877525.003654,76828671.11737683,105526733.42625162,3339284.200060165,46713859.940928645,73619393.64299038,7170887.520591785,47354958.77153397,25327185.4641666,21455508.804782312,17266691.76529855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
